Address,Bedrooms,Bathrooms,Area,Year Built,Parking,Price,Location
3249 38th St NW,3 Beds,3 Baths,"1,829 sqft",1926,Garage,"$1,329,000",Washington
903 Hughes Mews NW #4,2 Beds,3 Baths,"1,304 sqft",1985,1 Parking Spaces,"$1,079,000",Washington
1418 D St NE,3 Beds,2 Baths,"1,584 sqft",1927,Open Parking,"$829,000",Washington
2122 O St NW #1,2 Beds,2 Baths,,2021,1 Parking Spaces,"$799,999",Washington
58 Hawthorne Ct NE #58,2 Beds,1 Bath,898 sqft,1985,Garage,"$400,000",Washington
2059 38th St SE #101,2 Beds,1 Bath,640 sqft,1940,Open Parking,"$170,000",Washington
3518 Newark St NW,6 Beds,4 Baths,"3,350 sqft",1913,Open Parking,"$3,250,000",Washington
1301 Delaware Ave SW #N612,2 Beds,2 Baths,850 sqft,1962,1 Parking Spaces,"$309,000",Washington
5419 8th St NW,5 Beds,5 Baths,"2,085 sqft",1905,1 Car Garage,"$975,000",Washington
509 Peabody St NE,3 Beds,2 Baths,960 sqft,1944,Open Parking,"$480,000",Washington
5735 Kansas Ave NW,5 Beds,5 Baths,"2,736 sqft",1935,Garage,"$980,000",Washington
1307 Clifton St NW #34,1 Bed,1 Bath,683 sqft,2008,Open Parking,"$429,500",Washington
2337 Champlain St NW #406,2 Beds,2 Baths,836 sqft,2016,1 Car Garage,"$730,000",Washington
5317 9th St NW,3 Beds,2 Baths,"1,773 sqft",1923,1 Car Garage,"$585,000",Washington
4424 Georgia Ave NW #202,1 Bed,1 Bath,,2019,Open Parking,"$379,900",Washington
1236 4th St NW,3 Beds,3 Baths,"1,671 sqft",1900,Open Parking,"$775,000",Washington
301 H St NE #203,Studio,1 Bath,402 sqft,2015,Open Parking,"$225,000",Washington
2921 20th St NE,7 Beds,5 Baths,"4,800 sqft",1940,Open Parking,"$1,199,998",Washington
1830 Jefferson Pl NW #20,2 Beds,2 Baths,"1,140 sqft",2006,Garage,"$850,000",Washington
5215 1/2 East Dr,4 Beds,5 Baths,"2,720 sqft",2020,Open Parking,"$539,000",Washington
549 4th St SE,4 Beds,3 Baths,"1,815 sqft",1900,Open Parking,"$1,295,000",Washington
1435 11th St NW #1,2 Beds,2 Baths,950 sqft,2021,1 Open Spaces,"$664,900",Washington
1718 Corcoran St NW #4,1 Bed,1 Bath,500 sqft,1885,Open Parking,"$289,500",Washington
601 S Carolina Ave SE,3 Beds,3 Baths,"1,649 sqft",2020,Open Parking,"$1,174,990",Washington
1239 30th St NW,2 Beds,2 Baths,"1,551 sqft",1900,None,"$1,299,999",Washington
418 7th St SE #101,2 Beds,3 Baths,"1,074 sqft",2019,Open Parking,"$790,000",Washington
3901 Tunlaw Rd NW #105,1 Bed,1 Bath,917 sqft,1952,None,"$269,900",Washington
116 N Carolina Ave SE #202,1 Bed,1 Bath,445 sqft,1900,Open Parking,"$380,000",Washington
4024 Chancery Ct NW,4 Beds,5 Baths,"2,950 sqft",1988,2 Car Garage,"$1,649,000",Washington
4319 Murdock Mill Rd NW,6 Beds,5 Baths,"3,511 sqft",1945,4 Open Spaces,"$2,550,000",Washington
2829 Woodland Dr NW,5 Beds,7 Baths,"7,787 sqft",1929,2 Car Garage,"$5,995,000",Washington
2900 K St NW #601,4 Beds,6 Baths,"6,000 sqft",2008,2 Car Garage,"$12,000,000",Washington
449 17th St SE,2 Beds,2 Baths,"1,353 sqft",1934,1 Open Spaces,"$775,000",Washington
3127 12th St NE #3,1 Bed,1 Bath,,2021,Open Parking,"$349,900",Washington
3267 N St NW #1,1 Bed,2 Baths,897 sqft,1870,Open Parking,"$659,000",Washington
1330 New Hampshire Ave NW #217,1 Bed,1 Bath,504 sqft,1963,Open Parking,"$299,000",Washington
1301 Delaware Ave SW #N225,2 Beds,2 Baths,865 sqft,1962,No Info,"$269,900",Washington
3010 Cambridge Pl NW,3 Beds,3 Baths,"3,070 sqft",1900,Garage,"$2,495,000",Washington
1416 Webster St NW,3 Beds,2 Baths,"2,131 sqft",1912,Open Parking,"$899,000",Washington
410 11th St NE #12,2 Beds,1 Bath,802 sqft,1940,Open Parking,"$500,000",Washington
1812 Calvert St NW #B,2 Beds,1 Bath,779 sqft,1905,Open Parking,"$514,000",Washington
207 8th St NE #2,4 Beds,3 Baths,"2,120 sqft",2021,No Info,"$1,795,000",Washington
1121 Fairmont St NW #2,2 Beds,2 Baths,"1,545 sqft",1910,1 Parking Spaces,"$799,000",Washington
1011 M St NW #903,2 Beds,2 Baths,915 sqft,2016,1 Car Garage,"$900,000",Washington
124 Adams St NW,4 Beds,4 Baths,"2,980 sqft",1909,Garage,"$1,550,000",Washington
730 24th St NW #510,2 Beds,1 Bath,780 sqft,1961,None,"$325,000",Washington
3511 13th St NW #405,2 Beds,1 Bath,838 sqft,1927,None,"$489,000",Washington
3618 Connecticut Ave NW #303,1 Bed,1 Bath,489 sqft,1923,Open Parking,"$199,000",Washington
1 Scott Cir NW #313,1 Bed,1 Bath,532 sqft,1891,Open Parking,"$289,000",Washington
2540 Massachusetts Ave NW #308,2 Beds,1 Bath,"1,082 sqft",1923,No Info,"$589,000",Washington
809 6th St NW #41,2 Beds,2 Baths,910 sqft,2005,1 Car Garage,"$499,000",Washington
1801 Wyoming Ave NW #44,2 Beds,2 Baths,921 sqft,1910,None,"$649,900",Washington
1633 16th St NW,12 Beds,11 Baths,"9,339 sqft",1885,1 Car Garage,"$4,299,000",Washington
1833 Rear 5 St NW,6 Beds,4 Baths,"2,800 sqft",1890,Open Parking,"$2,450,000",Washington
242 14th St SE #B,3 Beds,3 Baths,"1,713 sqft",1900,1 Open Spaces,"$1,249,900",Washington
709 Quincy St NE #1,2 Beds,2 Baths,,2021,No Info,"$479,000",Washington
2475 Virginia Ave NW #203,2 Beds,2 Baths,"1,250 sqft",1956,No Info,"$574,900",Washington
1827 Phelps Pl NW,5 Beds,6 Baths,"4,209 sqft",1900,Open Parking,"$2,349,000",Washington
3275 15th Pl SE #301,3 Beds,1 Bath,"1,026 sqft",1991,Open Parking,"$220,000",Washington
414 Seward Sq SE #104,1 Bed,1 Bath,413 sqft,1928,Open Parking,"$295,000",Washington
2707 Adams Mill Rd NW #308,1 Bed,1 Bath,550 sqft,1927,Open Parking,"$299,900",Washington
1727 Stanton Ter SE,4 Beds,3 Baths,"2,010 sqft",2005,Open Parking,"$449,900",Washington
3049 W Lane Keys NW,5 Beds,6 Baths,"4,835 sqft",1958,1 Car Garage,"$3,495,000",Washington
610 I St NE,4 Beds,4 Baths,"2,844 sqft",2021,1 Car Garage,"$1,375,000",Washington
1926 4th St NE,4 Beds,3 Baths,"2,225 sqft",1927,Open Parking,"$750,000",Washington
4100 W St NW #506,2 Beds,1 Bath,985 sqft,1950,1 Parking Spaces,"$395,000",Washington
1 Scott Cir NW #217,1 Bed,1 Bath,494 sqft,1941,Open Parking,"$260,000",Washington
1001 L St NW #603,2 Beds,2 Baths,978 sqft,2004,1 Car Garage,"$669,900",Washington
2334 Massachusetts Ave NW,4 Beds,3 Baths,"3,767 sqft",1910,1 Open Spaces,"$2,374,500",Washington
2409 Wyoming Ave NW,6 Beds,8 Baths,"8,539 sqft",1926,Garage,"$5,995,000",Washington
3249 38th St NW,3 Beds,3 Baths,"1,829 sqft",1926,Garage,"$1,329,000",Washington
903 Hughes Mews NW #4,2 Beds,3 Baths,"1,304 sqft",1985,1 Parking Spaces,"$1,079,000",Washington
1418 D St NE,3 Beds,2 Baths,"1,584 sqft",1927,Open Parking,"$829,000",Washington
2122 O St NW #1,2 Beds,2 Baths,,2021,1 Parking Spaces,"$799,999",Washington
58 Hawthorne Ct NE #58,2 Beds,1 Bath,898 sqft,1985,Garage,"$400,000",Washington
2059 38th St SE #101,2 Beds,1 Bath,640 sqft,1940,Open Parking,"$170,000",Washington
3518 Newark St NW,6 Beds,4 Baths,"3,350 sqft",1913,Open Parking,"$3,250,000",Washington
1301 Delaware Ave SW #N612,2 Beds,2 Baths,850 sqft,1962,1 Parking Spaces,"$309,000",Washington
5419 8th St NW,5 Beds,5 Baths,"2,085 sqft",1905,1 Car Garage,"$975,000",Washington
509 Peabody St NE,3 Beds,2 Baths,960 sqft,1944,Open Parking,"$480,000",Washington
5735 Kansas Ave NW,5 Beds,5 Baths,"2,736 sqft",1935,Garage,"$980,000",Washington
1307 Clifton St NW #34,1 Bed,1 Bath,683 sqft,2008,Open Parking,"$429,500",Washington
2337 Champlain St NW #406,2 Beds,2 Baths,836 sqft,2016,1 Car Garage,"$730,000",Washington
5317 9th St NW,3 Beds,2 Baths,"1,773 sqft",1923,1 Car Garage,"$585,000",Washington
4424 Georgia Ave NW #202,1 Bed,1 Bath,,2019,Open Parking,"$379,900",Washington
1236 4th St NW,3 Beds,3 Baths,"1,671 sqft",1900,Open Parking,"$775,000",Washington
301 H St NE #203,Studio,1 Bath,402 sqft,2015,Open Parking,"$225,000",Washington
2921 20th St NE,7 Beds,5 Baths,"4,800 sqft",1940,Open Parking,"$1,199,998",Washington
2024 16th St NW #1,2 Beds,3 Baths,"1,089 sqft",1920,Open Parking,"$880,000",Washington
2122 California St NW #260,1 Bed,1 Bath,700 sqft,1905,No Info,"$450,000",Washington
1875 Mintwood Pl NW #25,1 Bed,1 Bath,631 sqft,1926,None,"$349,000",Washington
336 Adams St NE #D,2 Beds,1 Bath,,1925,No Info,"$199,900",Washington
1312 13th St NW #5,1 Bed,1 Bath,558 sqft,2021,Open Parking,"$509,000",Washington
3511 13th St NW #501,1 Bed,1 Bath,625 sqft,1927,None,"$390,000",Washington
2030 F St NW #303,1 Bed,2 Baths,"1,030 sqft",1960,1 Car Garage,"$475,900",Washington
1909 Minnesota Ave SE,3 Beds,2 Baths,"1,700 sqft",1929,Open Parking,"$499,999",Washington
6445 Luzon Ave NW #512,2 Beds,1 Bath,"1,200 sqft",1960,1 Car Garage,"$219,000",Washington
3019 Arizona Ave NW,6 Beds,5 Baths,"3,660 sqft",1962,2 Car Garage,"$2,250,000",Washington
Home 405 Plan in The Archie by McWilliams Ballard,2 Beds,2 Baths,820 sqft,2021,No Info,"$589,900+",Washington
1133 14th St NW #911,1 Bed,1 Bath,801 sqft,2006,1 Car Garage,"$519,900",Washington
3400 10th St NE,3 Beds,3 Baths,"1,440 sqft",1925,1 Car Garage,"$730,000",Washington
326 63rd St NE,4 Beds,4 Baths,"2,366 sqft",1909,Open Parking,"$599,999",Washington
1415 33rd St NW,4 Beds,5 Baths,"3,110 sqft",1850,Garage,"$3,195,000",Washington
4625 4th St NW,3 Beds,3 Baths,"1,777 sqft",1936,Garage,"$650,000",Washington
1833 S St NW #B1,2 Beds,1 Bath,624 sqft,1916,Open Parking,"$350,000",Washington
637 14th St NE,3 Beds,2 Baths,"2,000 sqft",1911,2 Parking Spaces,"$939,000",Washington
1401 R St NW #301,1 Bed,1 Bath,686 sqft,1920,None,"$599,000",Washington
1225 11th St NW #9,2 Beds,2 Baths,,2021,No Info,"$700,000",Washington
1514 21st St NW #4,2 Beds,3 Baths,"1,384 sqft",1996,1 Parking Spaces,"$945,000",Washington
3240 Reservoir Rd NW,3 Beds,5 Baths,"3,210 sqft",1990,1 Car Garage,"$2,745,000",Washington
1260 21st St NW #37,Studio,,,1966,37 Car Garage,"$59,000",Washington
1443 Corcoran St NW,3 Beds,4 Baths,"2,700 sqft",1889,1 Open Spaces,"$1,790,000",Washington
1301 Rhode Island Ave NW #4,2 Beds,2 Baths,"1,455 sqft",1886,Open Parking,"$1,150,000",Washington
5101 Connecticut Ave NW #7,2 Beds,2 Baths,"1,343 sqft",2021,Open Parking,"$1,225,000",Washington
1810 Minnesota Ave SE #G102,2 Beds,3 Baths,"1,771 sqft",1935,No Info,"$374,500",Washington
224 8th St SE,5 Beds,4 Baths,"3,176 sqft",1900,Garage,"$1,795,000",Washington
3900 Tunlaw Rd NW #604,2 Beds,1 Bath,"1,100 sqft",1959,1 Parking Spaces,"$350,000",Washington
211 F St NE,4 Beds,3 Baths,"2,175 sqft",1910,Open Parking,"$1,480,000",Washington
Home 101 Plan in The Archie by McWilliams Ballard,1 Bed,1 Bath,544 sqft,2021,No Info,"$374,900+",Washington
2111 Wisconsin Ave NW #308,1 Bed,1 Bath,605 sqft,1988,1 Car Garage,"$385,000",Washington
1704 Montello Ave NE,4 Beds,4 Baths,"1,786 sqft",1927,1 Parking Spaces,"$824,900",Washington
1210 R St NW #B2,Studio,1 Bath,525 sqft,2006,Open Parking,"$289,900",Washington
3941 Pennsylvania Ave SE #201,1 Bed,1 Bath,583 sqft,1940,Open Parking,"$102,000",Washington
1504 6th St NW #1,2 Beds,3 Baths,"1,050 sqft",2020,Open Parking,"$799,995",Washington
3933 14th St NW #2,1 Bed,2 Baths,591 sqft,2021,No Info,"$399,900",Washington
629 4th St NE #1,2 Beds,2 Baths,"1,000 sqft",1909,Open Parking,"$624,900",Washington
5043 Dana Pl NW,2 Beds,2 Baths,"1,364 sqft",1930,Open Parking,"$919,000",Washington
1730 U St NW,7 Beds,,"4,311 sqft",1905,2 Open Spaces,"$2,400,000",Washington
716 13th St NE,3 Beds,2 Baths,"1,983 sqft",1900,Open Parking,"$919,000",Washington
1734 33rd Pl SE,4 Beds,3 Baths,"1,822 sqft",1940,Open Parking,"$650,000",Washington
5101 Connecticut Ave NW #5,2 Beds,2 Baths,"1,017 sqft",2021,Open Parking,"$825,000",Washington
519 Florida Ave NW #2,2 Beds,2 Baths,695 sqft,1900,1 Parking Spaces,"$569,000",Washington
755 Fairmont St NW #1,2 Beds,2 Baths,910 sqft,1900,Open Parking,"$619,900",Washington
3370 Minnesota Ave SE,4 Beds,3 Baths,"2,366 sqft",1930,1 Car Garage,"$720,000",Washington
3832 17th Pl NE,3 Beds,2 Baths,"1,200 sqft",1945,Open Parking,"$759,000",Washington
419 L St SE,4 Beds,4 Baths,"2,325 sqft",2009,1 Car Garage,"$1,175,000",Washington
3 Rhode Island Ave NE,3 Beds,3 Baths,"2,459 sqft",1910,Open Parking,"$995,000",Washington
1080 Wisconsin Ave NW #2010,2 Beds,2 Baths,"1,094 sqft",1981,1 Car Garage,"$675,000",Washington
2019 Alabama Ave SE,3 Beds,2 Baths,"1,150 sqft",1948,Open Parking,"$449,999",Washington
155 V St NW #7,2 Beds,3 Baths,"1,700 sqft",1935,Open Parking,"$749,900",Washington
2142 Cathedral Ave NW,4 Beds,6 Baths,"4,692 sqft",1962,1 Car Garage,"$2,195,000",Washington
3327 N St NW,5 Beds,9 Baths,"7,175 sqft",1817,Garage,"$6,100,000",Washington
3601 38th St NW #302,1 Bed,2 Baths,731 sqft,1985,Open Parking,"$369,900",Washington
66 New York Ave NW #101,2 Beds,1 Bath,779 sqft,1925,1 Parking Spaces,"$399,999",Washington
1225 11th St NW #8,2 Beds,2 Baths,,2021,No Info,"$750,000",Washington
1618 11th St NW #T103,1 Bed,1 Bath,731 sqft,2009,Open Parking,"$435,000",Washington
506 E Capitol St NE,5 Beds,5 Baths,"5,091 sqft",1900,Open Parking,"$3,599,000",Washington
121 15th St SE,4 Beds,4 Baths,"2,132 sqft",1908,No Info,"$1,175,000",Washington
515 7th St SE,8 Beds,5 Baths,"4,096 sqft",1851,Garage,"$2,299,000",Washington
1441 Spring Rd NW #304,3 Beds,2 Baths,899 sqft,1923,Open Parking,"$400,000",Washington
517 Cedar St NW,6 Beds,6 Baths,"4,296 sqft",1894,Open Parking,"$1,900,000",Washington
1000 New Jersey Ave SE #312,2 Beds,2 Baths,"1,050 sqft",2006,Open Parking,"$522,500",Washington
1701 Kalorama Rd NW #A-2-201,2 Beds,2 Baths,"1,161 sqft",2005,1 Car Garage,"$799,000",Washington
1211 Van St SE #404,Studio,1 Bath,420 sqft,2019,None,"$329,900",Washington
2105 O St NW,4 Beds,5 Baths,"3,252 sqft",1898,Open Parking,"$1,750,000",Washington
4033 22nd St NE,5 Beds,4 Baths,"3,500 sqft",1927,5 Open Spaces,"$1,150,000",Washington
810 O St NW #504,2 Beds,2 Baths,"1,051 sqft",2019,No Info,"$749,900",Washington
631 Lexington Pl NE,5 Beds,5 Baths,"2,461 sqft",1911,1 Parking Spaces,"$1,899,900",Washington
1813 12th St NW,4 Beds,4 Baths,"2,550 sqft",1880,1 Parking Spaces,"$1,640,000",Washington
2605 Irving St NE,5 Beds,4 Baths,"1,359 sqft",1905,Open Parking,"$949,900",Washington
1311 Delaware Ave SW #S640,1 Bed,1 Bath,700 sqft,1962,No Info,"$225,000",Washington
3114 Wisconsin Ave NW #204,1 Bed,1 Bath,850 sqft,1964,Open Parking,"$250,000",Washington
1311 Delaware Ave SW #S449,2 Beds,2 Baths,850 sqft,1962,No Info,"$254,900",Washington
1000 New Jersey Ave SE #324,1 Bed,1 Bath,737 sqft,2006,None,"$399,500",Washington
2228 Decatur Pl NW,5 Beds,4 Baths,"2,675 sqft",1910,Open Parking,"$1,720,000",Washington
3446 Connecticut Ave NW #102,2 Beds,1 Bath,698 sqft,1927,Open Parking,"$395,000",Washington
923 N Carolina Ave SE,4 Beds,3 Baths,"3,002 sqft",1908,Open Parking,"$1,729,900",Washington
1841 M St NE,4 Beds,,"3,402 sqft",1941,Open Parking,"$675,000",Washington
3001 Porter St NW #100,1 Bed,1 Bath,650 sqft,1923,None,"$269,000",Washington
1778 Willard St NW #1,4 Beds,3 Baths,"1,165 sqft",1900,Open Parking,"$925,000",Washington
2141 I St NW #106,Studio,1 Bath,400 sqft,1974,Open Parking,"$210,000",Washington
51 T St NE #1,3 Beds,3 Baths,"1,400 sqft",1900,1 Car Garage,"$758,000",Washington
3013 13th St NW,5 Beds,5 Baths,"3,182 sqft",1911,2 Parking Spaces,"$1,599,000",Washington
4870 Macarthur Blvd NW #1,1 Bed,1 Bath,558 sqft,1940,Open Parking,"$295,000",Washington
1904 R St NW #6,1 Bed,1 Bath,573 sqft,1919,Open Parking,"$400,000",Washington
3010 R St NW #3,2 Beds,2 Baths,"1,952 sqft",1890,Open Parking,"$1,198,000",Washington
1015 33rd St NW #409,1 Bed,2 Baths,"1,018 sqft",1985,No Info,"$569,900",Washington
1801 Clydesdale Pl NW #222,1 Bed,1 Bath,687 sqft,1950,Open Parking,"$299,000",Washington
3035 15th St NW #404,2 Beds,2 Baths,"1,116 sqft",2016,1 Car Garage,"$824,900",Washington
1280 21st St NW #109,2 Beds,2 Baths,933 sqft,1967,Open Parking,"$569,500",Washington
Pine St NW,,,,,,"$65,000",Washington
1537 Fort Dupont St SE,3 Beds,2 Baths,"1,088 sqft",1947,Open Parking,"$399,900",Washington
5525 4th St NW,4 Beds,4 Baths,"1,958 sqft",1931,Open Parking,"$899,000",Washington
4224 16th St NW,9 Beds,6 Baths,"6,671 sqft",1921,Open Parking,"$1,979,000",Washington
207 8th St NE #1,4 Beds,3 Baths,"2,045 sqft",2021,No Info,"$1,395,000",Washington
26 16th St SE,4 Beds,4 Baths,"2,000 sqft",2021,Open Parking,"$1,199,000",Washington
1401 Church St NW #311,1 Bed,1 Bath,650 sqft,2005,None,"$549,900",Washington
1735 Johnson Ave NW #B,2 Beds,2 Baths,829 sqft,2002,None,"$675,000",Washington
520 Irving St NW,5 Beds,4 Baths,"2,446 sqft",1916,Garage,"$1,350,000",Washington
630 Browns Ct SE,2 Beds,2 Baths,700 sqft,1991,1 Open Spaces,"$749,000",Washington
3222 Scott Pl NW,3 Beds,4 Baths,"3,320 sqft",1956,1 Car Garage,"$3,250,000",Washington
2475 Virginia Ave NW #517,1 Bed,1 Bath,925 sqft,1956,No Info,"$335,000",Washington
88 Q St SW,2 Beds,,"1,088 sqft",1941,Open Parking,"$769,000",Washington
1 Scott Cir NW #2,1 Bed,1 Bath,589 sqft,1891,Open Parking,"$269,500",Washington
617 16th St NE,3 Beds,3 Baths,"1,646 sqft",1908,2 Open Spaces,"$800,000",Washington
4801 Wisconsin Ave NW #501,1 Bed,1 Bath,"1,175 sqft",1982,1 Car Garage,"$359,900",Washington
4800 Georgia Ave NW #303,1 Bed,1 Bath,609 sqft,1926,Open Parking,"$370,000",Washington
805 T St NW,4 Beds,2 Baths,"1,904 sqft",1910,Open Parking,"$1,075,000",Washington
3209 13th Street NW #101,2 Beds,2 Baths,985 sqft,1911,Open Parking,"$699,000",Washington
620 Emerson St NE,2 Beds,1 Bath,"1,130 sqft",1948,Open Parking,"$430,000",Washington
Hom 101 Plan in Maddox by McWilliams Ballard,1 Bed,1 Bath,343 sqft,2021,No Info,"$299,900+",Washington
1717 Independence Ave SE #A,3 Beds,3 Baths,"1,920 sqft",1924,1 Carport Spaces,"$860,000",Washington
1800 Potomac Ave SE,3 Beds,2 Baths,"1,810 sqft",1926,1 Car Garage,"$799,000",Washington
644 Massachusetts Ave NE #205,1 Bed,1 Bath,827 sqft,1924,Open Parking,"$410,000",Washington
Home 110 Plan in 1745N by McWilliams Ballard,2 Beds,3 Baths,"1,458 sqft",2021,Garage,"$999,900+",Washington
2021 O St NW,5 Beds,4 Baths,"3,266 sqft",1900,No Info,"$1,795,000",Washington
3001 Veazey Ter NW #908,2 Beds,2 Baths,"1,385 sqft",1967,206 Car Garage,"$515,000",Washington
176 35th St NE,2 Beds,2 Baths,"1,200 sqft",1941,2 Open Spaces,"$389,000",Washington
1810 Minnesota Ave SE #102,2 Beds,3 Baths,"1,771 sqft",1935,Open Parking,"$374,500",Washington
906 Blakney Ln SE,2 Beds,3 Baths,"1,080 sqft",2001,No Info,"$345,000",Washington
5135 Macarthur Blvd NW,6 Beds,3 Baths,"2,788 sqft",1927,2 Open Spaces,"$1,150,000",Washington
2500 Q St NW #231,1 Bed,1 Bath,"1,014 sqft",1942,Open Parking,"$389,950",Washington
1108 16th St NW #701,2 Beds,3 Baths,"2,093 sqft",2018,1 Parking Spaces,"$2,299,000",Washington
27 Logan Cir NW #11,2 Beds,3 Baths,"1,357 sqft",2000,Open Parking,"$844,927",Washington
1743 Corcoran St NW,5 Beds,4 Baths,"3,806 sqft",1908,2 Parking Spaces,"$2,299,900",Washington
1600 Montello Ave NE,4 Beds,2 Baths,"2,262 sqft",1900,None,"$665,000",Washington
403 6th St NE,4 Beds,3 Baths,"1,814 sqft",1911,Open Parking,"$990,000",Washington
767 Upsal St SE,4 Beds,3 Baths,"1,842 sqft",1946,Open Parking,"$539,900",Washington
1417 Chapin St NW #506,2 Beds,3 Baths,"1,200 sqft",1905,1 Car Garage,"$749,000",Washington
114 Danbury St SW #3,1 Bed,1 Bath,"1,201 sqft",1949,Open Parking,"$95,000",Washington
1071 Thomas Jefferson St NW,2 Beds,4 Baths,"3,820 sqft",1900,Open Parking,"$3,750,000",Washington
4600 Connecticut Ave NW #108,2 Beds,2 Baths,"1,049 sqft",1948,Open Parking,"$400,000",Washington
6220 32nd Pl NW,3 Beds,3 Baths,"1,820 sqft",1931,Garage,"$1,200,000",Washington
5401 9th St NW #3,1 Bed,1 Bath,477 sqft,1941,Open Parking,"$199,000",Washington
1758 Corcoran St NW #2,Studio,1 Bath,490 sqft,1895,Open Parking,"$398,000",Washington
144 -B Plan in Gloriana by McWilliams Ballard,5 Beds,5 Baths,"1,700 sqft",2021,No Info,"$1,199,900+",Washington
1250 4th St SW #W300,2 Beds,2 Baths,"1,141 sqft",1967,1 Car Garage,"$550,000",Washington
1701 16th St NW #630,1 Bed,1 Bath,516 sqft,1920,None,"$299,990",Washington
2140 Wisconsin Ave NW #1,1 Bed,2 Baths,592 sqft,2014,Open Parking,"$439,000",Washington
526 Kenyon St NW #303,2 Beds,1 Bath,684 sqft,1954,Open Parking,"$275,000",Washington
705 Brandywine St SE #B1,2 Beds,1 Bath,822 sqft,1953,Open Parking,"$174,900",Washington
4336 Blagden Ave NW,4 Beds,4 Baths,"3,520 sqft",2021,1 Car Garage,"$1,795,000",Washington
1402 Massachusetts Ave SE,3 Beds,4 Baths,"2,172 sqft",1917,1 Parking Spaces,"$1,124,000",Washington
88 V St SW #414,1 Bed,2 Baths,760 sqft,2020,1 Car Garage,"$665,000",Washington
246 10th St SE,4 Beds,3 Baths,"1,809 sqft",1923,No Info,"$849,900",Washington
719 12th St SE #2,2 Beds,3 Baths,"1,677 sqft",2015,1 Parking Spaces,"$899,900",Washington
3299 K St NW #702,1 Bed,2 Baths,887 sqft,1978,1 Car Garage,"$735,000",Washington
1306 O St NW #Townhouse 1,2 Beds,2 Baths,"1,200 sqft",1900,Open Parking,"$774,500",Washington
2021 Rosedale St NE,3 Beds,2 Baths,"1,120 sqft",1941,1 Parking Spaces,"$620,000",Washington
2700 Virginia Ave NW #1010,2 Beds,2 Baths,"1,375 sqft",1970,No Info,"$745,000",Washington
554 Foxhall Pl SE,2 Beds,2 Baths,"1,360 sqft",1950,Open Parking,"$439,900",Washington
2141 P St NW #1001,1 Bed,1 Bath,660 sqft,1980,Open Parking,"$425,000",Washington
2325 42nd St NW #317,1 Bed,1 Bath,626 sqft,1956,Open Parking,"$319,000",Washington
2639 15th St NW #B4,1 Bed,1 Bath,545 sqft,1954,Open Parking,"$299,000",Washington
4202 Grant St NE #201,1 Bed,1 Bath,552 sqft,1948,Open Parking,"$155,000",Washington
635 A St NE,3 Beds,4 Baths,"2,174 sqft",1908,Garage,"$1,524,990",Washington
3117 Georgia Ave NW #1,2 Beds,2 Baths,761 sqft,2021,Open Parking,"$499,900",Washington
839 19th St NE #1,2 Beds,2 Baths,795 sqft,1942,Open Parking,"$415,000",Washington
463 Orange St SE,4 Beds,,"2,574 sqft",1942,Open Parking,"$599,000",Washington
739 Newton Pl NW #T4,1 Bed,1 Bath,630 sqft,1956,Open Parking,"$345,000",Washington
1668 Kramer St NE,2 Beds,3 Baths,883 sqft,1900,Open Parking,"$625,000",Washington
Home 404 Plan in Avidian by McWilliams Ballard,Studio,1 Bath,420 sqft,2021,Garage,"$329,900+",Washington
631 D St NW #1145,3 Beds,4 Baths,"1,740 sqft",2004,None,"$1,149,000",Washington
4012 Edmunds St NW #2,2 Beds,2 Baths,820 sqft,1939,1 Parking Spaces,"$699,000",Washington
1008 Park Rd NW,6 Beds,4 Baths,"3,120 sqft",1909,1 Open Spaces,"$1,299,000",Washington
4200 Massachusetts Ave NW #102,2 Beds,3 Baths,"1,604 sqft",1971,1 Car Garage,"$799,500",Washington
539 Florida Ave NW #3,1 Bed,1 Bath,494 sqft,1910,Open Parking,"$349,000",Washington
